STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,METRO_ID,Metropolitan areas,VAR,Variables,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK001,London,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,63802,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK520,Southampton,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39310,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX19,Veracruz,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,11564,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA81,Brevard,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,41925,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN07,Quebec,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39814,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX37,Poza Rica de Hidalgo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,12737,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX26,Xalapa,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,12115,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA76,Polk,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,75013,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PT001,Lisbon,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,38286,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX42,Nuevo Laredo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,18581,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA118,Stark,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,41939,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA144,St. Lucie,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,28371,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX05,Toluca,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,11691,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK016,Aberdeen,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,46489,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CL004,Antofagasta,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,69628,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA157,Kalamazoo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,49169,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA74,Lee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40232,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN16,Sherbrooke,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39921,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN10,London,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,44175,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL511,Zwolle,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,46898,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX12,Torreon,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,20769,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA68,Kent,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,57035,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR004,Balikesir,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,24729,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,ITA,Italy,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,35632,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR025,Van,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,10463,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NZL02,Christchurch,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,38998,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR016,Kayseri,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,25243,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,GBR,United Kingdom,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40905,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SVK,Slovak Republic,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,31838,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SVN,Slovenia,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,34779,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,BG003,Varna,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,18608,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PT002,Porto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,28902,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL12,Pasto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,6438,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL14,Villavicencio,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,18283,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL02,Medellin,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,13770,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX58,Campeche,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,49023,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA56,Rochester (NY),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,57437,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SE006,Uppsala,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,44222,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL507,Leiden,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,42752,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR07,Ulsan,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,67527,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA21,Cincinnati,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,64406,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA134,Sebastian,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,34268,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK528,Northampton,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,41047,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA152,Webb,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39249,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA123,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,51115,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CL022,Temuco,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,13097,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA43,Virginia Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,50308,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX50,Tehuacan,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,10138,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA63,Richland,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,48869,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK552,Reading,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,65657,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PT005,Coimbra,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,28573,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA93,Forsyth,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,52314,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA35,Tampa-Pinellas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40345,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AUS14,Geelong,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40719,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK562,Preston,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,43643,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX20,Hermosillo,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,24890,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA124,Vanderburgh,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,58985,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK539,Bournemouth,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,47290,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA47,Wake,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,63863,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA22,Las Vegas,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,47211,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AUS10,Wollongong,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,47071,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX22,Acapulco de Juarez,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,9020,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA117,Scott,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,53924,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA27,New Haven,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,74580,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA20,Portland,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,63044,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK559,Middlesbrough,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,28691,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA28,Charlotte,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,69841,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX46,Victoria,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,19304,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA69,Charleston,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,51236,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,SE002,Gothenburg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,46624,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,BE005,Liege,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,33163,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN02,Montreal,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,38730,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AUS06,Gold Coast,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,38061,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA55,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,66577,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK516,Plymouth,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,31635,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN14,Windsor,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,42419,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR001,Ankara,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40285,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,PT003,Braga,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,27119,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NZL03,Wellington,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,46150,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR024,Trabzon,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,20183,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,LUX,Luxembourg,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,108002,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR022,Samsun,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,19541,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,TR011,Hatay,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,17951,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL514,Alkmaar,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,38236,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL17,Buenaventura,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,17972,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL08,Pereira,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,10846,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,COL01,Bogota D.C.,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,19884,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA23,Orange,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,50292,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA150,St. Joseph,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,48664,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA105,Genesee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,36687,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX18,Chihuahua,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,20635,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA54,Albuquerque,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,44344,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA02,Los Angeles (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,62005,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX06,Tijuana,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,20564,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA153,Minnehaha,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,76670,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK029,Nottingham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,33746,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA89,Spokane,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,47178,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK517,Swansea,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,31293,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,DK003,Odense,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39013,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA129,Peoria,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,56042,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA19,San Antonio,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,46920,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA160,Yakima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40104,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK027,Stoke-on-Trent,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,31748,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR18,Chuncheon,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,39080,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK013,Newcastle upon Tyne,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,30104,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,AUS03,Greater Brisbane,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,40741,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX16,Culiacan,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,15990,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL002,Amsterdam,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,67486,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,KOR11,Gyeongsan,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,50350,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,USA31,Columbus,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,59786,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CAN01,Toronto,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,44561,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX25,Reynosa,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,18947,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CL011,Santiago,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,22115,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,NL004,Utrecht,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,64829,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,BE004,Charleroi,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,27777,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,UK002,West Midlands urban area,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,32596,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,CL017,Talca,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,16346,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,MEX52,Cuautla,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,12031,,A,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_CITIES(1.0),Metropolitan areas,I,HU009,Szekesfehervar,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2020,,29146,,A,,USD,US Dollar,0,Units,,
